Married,Education,CoapplicantIncome,LoanAmount,Credit_History
0.7288155252362812,-0.5283622494715786,1.3693364576440608,2.0077388922518464,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.20221381878748168,-0.5527296882240365,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,-0.7909128119892349,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,-0.8742769053070543,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,0.4664218265713139,-0.17163669019971897,3.1775482891056816e-16
-1.3720893221584447,-0.5283622494715786,0.006414183089175776,0.0,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,-0.2907282520823182,0.45164045066608577
0.7288155252362812,-0.5283622494715786,0.052243940878474296,0.4833669001545767,0.45164045066608577
0.7288155252362812,-0.5283622494715786,0.015648537270601597,-0.3860015015883976,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,0.06654643356547943,-2.410440607487535
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,0.20945630782459848,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,1.352735301897551,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,3.9727496633147332,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,-0.612275469165336,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,0.40007128171218026,-0.028726815940599934,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,1.1771250854232715,-0.9457318424366138,3.1775482891056816e-16
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,-1.3863706214022309,0.45164045066608577
0.7288155252362812,-0.5283622494715786,0.032749193162130895,-0.3621831892118777,0.45164045066608577
0.7288155252362812,1.8926408936295354,0.026934970159010935,-0.469365594906217,0.45164045066608577
0.7288155252362812,1.8926408936295354,-0.5544873301529852,-0.779003655800975,0.45164045066608577
0.7288155252362812,1.8926408936295354,-0.12526086727559982,-0.2550007835175384,-2.410440607487535
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,0.0,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.1235508016864469,0.280911244954158,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,-0.4098198139649174,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,-0.1240000654466793,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,0.1618196830715588,3.1775482891056816e-16
0.7288155252362812,-0.5283622494715786,0.2013616602526098,-0.1240000654466793,-2.410440607487535
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,0.10227390213025919,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,0.25709293257763816,0.45164045066608577
0.7288155252362812,-0.5283622494715786,0.27215837564354106,-0.1240000654466793,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,0.6977317115432552,0.45164045066608577
0.7288155252362812,-0.5283622494715786,1.0129587888645903,1.340826145709291,3.1775482891056816e-16
-1.3720893221584447,1.8926408936295354,-0.5544873301529852,-0.15972753401145906,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,1.043097241002793,0.45164045066608577
0.7288155252362812,1.8926408936295354,-0.5544873301529852,-0.11209090925841939,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,0.0,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,5.401848405905923,0.45164045066608577
0.7288155252362812,-0.5283622494715786,0.11722643326628564,-0.3621831892118777,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,-0.3383648768353579,-2.410440607487535
0.7288155252362812,-0.5283622494715786,0.7622631734947707,0.1618196830715588,-2.410440607487535
0.7288155252362812,-0.5283622494715786,-0.03257531234351103,0.25709293257763816,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,0.07857895095142942,-1.1481874976370325,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,-0.4098198139649174,3.1775482891056816e-16
0.7288155252362812,-0.5283622494715786,-0.0674606503622308,-0.5527296882240365,0.45164045066608577
0.7288155252362812,1.8926408936295354,-0.07190682089402842,0.12609221450677904,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,-0.779003655800975,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.12697093286475275,-0.21927331495275867,-2.410440607487535
0.7288155252362812,-0.5283622494715786,1.3265848179152375,0.8287324296141143,3.1775482891056816e-16
-1.3720893221584447,1.8926408936295354,-0.5544873301529852,-0.612275469165336,0.45164045066608577
0.7288155252362812,-0.5283622494715786,0.13090695797950908,1.2336437400149516,0.45164045066608577
0.7288155252362812,-0.5283622494715786,0.30191351689480206,0.13800137069503896,-2.410440607487535
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,1.8291015494279477,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.08011513572196248,0.04272812118895959,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,-1.1481874976370325,0.45164045066608577
0.7288155252362812,-0.5283622494715786,3.196712546212882,2.4126502026526837,0.45164045066608577
0.7288155252362812,-0.5283622494715786,0.06489842623820598,0.1618196830715588,-2.410440607487535
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,-0.3383648768353579,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,-0.9576409986248737,0.45164045066608577
0.7288155252362812,-0.5283622494715786,0.07242271483047887,0.42382111921327703,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,-0.9100043738718341,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,-0.5527296882240365,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,0.08268310836539645,-0.5050930634709968,-2.410440607487535
0.7288155252362812,-0.5283622494715786,0.052585953996304884,-0.1835458463879789,0.45164045066608577
0.7288155252362812,-0.5283622494715786,0.8706813318470665,0.3404570258954576,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,-0.19545500257623882,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.3817707056485393,-0.19545500257623882,0.45164045066608577
0.7288155252362812,1.8926408936295354,-0.21247421232239924,0.4833669001545767,0.45164045066608577
0.7288155252362812,-0.5283622494715786,1.7257141264235314,3.9727496633147332,3.1775482891056816e-16
-1.3720893221584447,-0.5283622494715786,0.6993327598139429,1.960102267498807,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,1.0700749795422981,0.3523661820837175,0.45164045066608577
0.7288155252362812,1.8926408936295354,0.18699710930372518,-0.2430916273292785,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,3.079562949195239,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,0.48967871858379375,-0.6837304062948956,0.45164045066608577
0.7288155252362812,1.8926408936295354,1.8741478195620058,1.5790092694744893,0.45164045066608577
-1.3720893221584447,-0.5283622494715786,-0.5544873301529852,-0.612275469165336,0.45164045066608577
0.7288155252362812,-0.5283622494715786,-0.5544873301529852,0.0,0.45164045066608577
